0.00	0.00
5.00	0.00
5.00	5.00
5.00	10.00
5.00	15.00
5.00	20.00
5.00	25.00
5.00	30.00
5.00	35.00
5.00	40.00
5.00	45.00
5.00	50.00
5.00	55.00
5.00	60.00
5.00	65.00
5.00	70.00
5.00	75.00
5.00	80.00
5.00	85.00
5.00	90.00
5.00	95.00
5.00	100.00
5.00	105.00
5.00	110.00
5.00	115.00
5.00	120.00
5.00	125.00
5.00	130.00
5.00	135.00
5.00	140.00
5.00	145.00
5.00	150.00
5.00	155.00
5.00	160.00
5.00	165.00
5.00	170.00
5.00	175.00
5.00	180.00
5.00	185.00
5.00	190.00
5.00	195.00
5.00	200.00
5.00	205.00
5.00	210.00
5.00	215.00
5.00	220.00
5.00	225.00
5.00	230.00
5.00	235.00
5.00	240.00
5.00	245.00
5.00	250.00
5.00	255.00
5.00	260.00
5.00	265.00
5.00	270.00
5.00	275.00
5.00	280.00
5.00	285.00
5.00	290.00
5.00	295.00
5.00	300.00
5.00	305.00
5.00	310.00
5.00	315.00
5.00	320.00
5.00	325.00
5.00	330.00
5.00	335.00
5.00	340.00
5.00	345.00
5.00	350.00
5.00	355.00
10.00	0.00
10.00	5.00
10.00	10.00
10.00	15.00
10.00	20.00
10.00	25.00
10.00	30.00
10.00	35.00
10.00	40.00
10.00	45.00
10.00	50.00
10.00	55.00
10.00	60.00
10.00	65.00
10.00	70.00
10.00	75.00
10.00	80.00
10.00	85.00
10.00	90.00
10.00	95.00
10.00	100.00
10.00	105.00
10.00	110.00
10.00	115.00
10.00	120.00
10.00	125.00
10.00	130.00
10.00	135.00
10.00	140.00
10.00	145.00
10.00	150.00
10.00	155.00
10.00	160.00
10.00	165.00
10.00	170.00
10.00	175.00
10.00	180.00
10.00	185.00
10.00	190.00
10.00	195.00
10.00	200.00
10.00	205.00
10.00	210.00
10.00	215.00
10.00	220.00
10.00	225.00
10.00	230.00
10.00	235.00
10.00	240.00
10.00	245.00
10.00	250.00
10.00	255.00
10.00	260.00
10.00	265.00
10.00	270.00
10.00	275.00
10.00	280.00
10.00	285.00
10.00	290.00
10.00	295.00
10.00	300.00
10.00	305.00
10.00	310.00
10.00	315.00
10.00	320.00
10.00	325.00
10.00	330.00
10.00	335.00
10.00	340.00
10.00	345.00
10.00	350.00
10.00	355.00
15.00	0.00
15.00	5.00
15.00	10.00
15.00	15.00
15.00	20.00
15.00	25.00
15.00	30.00
15.00	35.00
15.00	40.00
15.00	45.00
15.00	50.00
15.00	55.00
15.00	60.00
15.00	65.00
15.00	70.00
15.00	75.00
15.00	80.00
15.00	85.00
15.00	90.00
15.00	95.00
15.00	100.00
15.00	105.00
15.00	110.00
15.00	115.00
15.00	120.00
15.00	125.00
15.00	130.00
15.00	135.00
15.00	140.00
15.00	145.00
15.00	150.00
15.00	155.00
15.00	160.00
15.00	165.00
15.00	170.00
15.00	175.00
15.00	180.00
15.00	185.00
15.00	190.00
15.00	195.00
15.00	200.00
15.00	205.00
15.00	210.00
15.00	215.00
15.00	220.00
15.00	225.00
15.00	230.00
15.00	235.00
15.00	240.00
15.00	245.00
15.00	250.00
15.00	255.00
15.00	260.00
15.00	265.00
15.00	270.00
15.00	275.00
15.00	280.00
15.00	285.00
15.00	290.00
15.00	295.00
15.00	300.00
15.00	305.00
15.00	310.00
15.00	315.00
15.00	320.00
15.00	325.00
15.00	330.00
15.00	335.00
15.00	340.00
15.00	345.00
15.00	350.00
15.00	355.00
20.00	0.00
20.00	5.00
20.00	10.00
20.00	15.00
20.00	20.00
20.00	25.00
20.00	30.00
20.00	35.00
20.00	40.00
20.00	45.00
20.00	50.00
20.00	55.00
20.00	60.00
20.00	65.00
20.00	70.00
20.00	75.00
20.00	80.00
20.00	85.00
20.00	90.00
20.00	95.00
20.00	100.00
20.00	105.00
20.00	110.00
20.00	115.00
20.00	120.00
20.00	125.00
20.00	130.00
20.00	135.00
20.00	140.00
20.00	145.00
20.00	150.00
20.00	155.00
20.00	160.00
20.00	165.00
20.00	170.00
20.00	175.00
20.00	180.00
20.00	185.00
20.00	190.00
20.00	195.00
20.00	200.00
20.00	205.00
20.00	210.00
20.00	215.00
20.00	220.00
20.00	225.00
20.00	230.00
20.00	235.00
20.00	240.00
20.00	245.00
20.00	250.00
20.00	255.00
20.00	260.00
20.00	265.00
20.00	270.00
20.00	275.00
20.00	280.00
20.00	285.00
20.00	290.00
20.00	295.00
20.00	300.00
20.00	305.00
20.00	310.00
20.00	315.00
20.00	320.00
20.00	325.00
20.00	330.00
20.00	335.00
20.00	340.00
20.00	345.00
20.00	350.00
20.00	355.00
25.00	0.00
25.00	5.00
25.00	10.00
25.00	15.00
25.00	20.00
25.00	25.00
25.00	30.00
25.00	35.00
25.00	40.00
25.00	45.00
25.00	50.00
25.00	55.00
25.00	60.00
25.00	65.00
25.00	70.00
25.00	75.00
25.00	80.00
25.00	85.00
25.00	90.00
25.00	95.00
25.00	100.00
25.00	105.00
25.00	110.00
25.00	115.00
25.00	120.00
25.00	125.00
25.00	130.00
25.00	135.00
25.00	140.00
25.00	145.00
25.00	150.00
25.00	155.00
25.00	160.00
25.00	165.00
25.00	170.00
25.00	175.00
25.00	180.00
25.00	185.00
25.00	190.00
25.00	195.00
25.00	200.00
25.00	205.00
25.00	210.00
25.00	215.00
25.00	220.00
25.00	225.00
25.00	230.00
25.00	235.00
25.00	240.00
25.00	245.00
25.00	250.00
25.00	255.00
25.00	260.00
25.00	265.00
25.00	270.00
25.00	275.00
25.00	280.00
25.00	285.00
25.00	290.00
25.00	295.00
25.00	300.00
25.00	305.00
25.00	310.00
25.00	315.00
25.00	320.00
25.00	325.00
25.00	330.00
25.00	335.00
25.00	340.00
25.00	345.00
25.00	350.00
25.00	355.00
30.00	0.00
30.00	5.00
30.00	10.00
30.00	15.00
30.00	20.00
30.00	25.00
30.00	30.00
30.00	35.00
30.00	40.00
30.00	45.00
30.00	50.00
30.00	55.00
30.00	60.00
30.00	65.00
30.00	70.00
30.00	75.00
30.00	80.00
30.00	85.00
30.00	90.00
30.00	95.00
30.00	100.00
30.00	105.00
30.00	110.00
30.00	115.00
30.00	120.00
30.00	125.00
30.00	130.00
30.00	135.00
30.00	140.00
30.00	145.00
30.00	150.00
30.00	155.00
30.00	160.00
30.00	165.00
30.00	170.00
30.00	175.00
30.00	180.00
30.00	185.00
30.00	190.00
30.00	195.00
30.00	200.00
30.00	205.00
30.00	210.00
30.00	215.00
30.00	220.00
30.00	225.00
30.00	230.00
30.00	235.00
30.00	240.00
30.00	245.00
30.00	250.00
30.00	255.00
30.00	260.00
30.00	265.00
30.00	270.00
30.00	275.00
30.00	280.00
30.00	285.00
30.00	290.00
30.00	295.00
30.00	300.00
30.00	305.00
30.00	310.00
30.00	315.00
30.00	320.00
30.00	325.00
30.00	330.00
30.00	335.00
30.00	340.00
30.00	345.00
30.00	350.00
30.00	355.00
35.00	0.00
35.00	5.00
35.00	10.00
35.00	15.00
35.00	20.00
35.00	25.00
35.00	30.00
35.00	35.00
35.00	40.00
35.00	45.00
35.00	50.00
35.00	55.00
35.00	60.00
35.00	65.00
35.00	70.00
35.00	75.00
35.00	80.00
35.00	85.00
35.00	90.00
35.00	95.00
35.00	100.00
35.00	105.00
35.00	110.00
35.00	115.00
35.00	120.00
35.00	125.00
35.00	130.00
35.00	135.00
35.00	140.00
35.00	145.00
35.00	150.00
35.00	155.00
35.00	160.00
35.00	165.00
35.00	170.00
35.00	175.00
35.00	180.00
35.00	185.00
35.00	190.00
35.00	195.00
35.00	200.00
