865
1 1 1
0.000000	0.000000	4.867670
5.000000	0.000000	6.172657
5.000000	5.000000	5.936743
5.000000	10.000000	5.701346
5.000000	15.000000	5.481463
5.000000	20.000000	5.262387
5.000000	25.000000	5.080712
5.000000	30.000000	4.907049
5.000000	35.000000	4.738485
5.000000	40.000000	4.571336
5.000000	45.000000	4.419988
5.000000	50.000000	4.278658
5.000000	55.000000	4.145456
5.000000	60.000000	4.020549
5.000000	65.000000	3.900858
5.000000	70.000000	3.791418
5.000000	75.000000	3.695079
5.000000	80.000000	3.605170
5.000000	85.000000	3.525138
5.000000	90.000000	3.452939
5.000000	95.000000	3.388196
5.000000	100.000000	3.329803
5.000000	105.000000	3.299167
5.000000	110.000000	3.281035
5.000000	115.000000	3.268316
5.000000	120.000000	3.259359
5.000000	125.000000	3.254841
5.000000	130.000000	3.251195
5.000000	135.000000	3.250475
5.000000	140.000000	3.251802
5.000000	145.000000	3.253856
5.000000	150.000000	3.260079
5.000000	155.000000	3.267825
5.000000	160.000000	3.280221
5.000000	165.000000	3.299083
5.000000	170.000000	3.329799
5.000000	175.000000	3.388497
5.000000	-180.000000	3.449442
5.000000	-175.000000	3.521990
5.000000	-170.000000	3.607730
5.000000	-165.000000	3.695014
5.000000	-160.000000	3.791280
5.000000	-155.000000	3.901138
5.000000	-150.000000	4.015845
5.000000	-145.000000	4.139022
5.000000	-140.000000	4.274510
5.000000	-135.000000	4.420053
5.000000	-130.000000	4.575222
5.000000	-125.000000	4.734963
5.000000	-120.000000	4.918986
5.000000	-115.000000	5.085587
5.000000	-110.000000	5.272951
5.000000	-105.000000	5.475916
5.000000	-100.000000	5.693026
5.000000	-95.000000	5.941869
5.000000	-90.000000	6.180094
5.000000	-85.000000	6.422601
5.000000	-80.000000	6.675388
5.000000	-75.000000	6.909764
5.000000	-70.000000	7.135601
5.000000	-65.000000	7.329406
5.000000	-60.000000	7.478508
5.000000	-55.000000	7.573600
5.000000	-50.000000	7.647791
5.000000	-45.000000	7.666639
5.000000	-40.000000	7.644560
5.000000	-35.000000	7.578453
5.000000	-30.000000	7.468464
5.000000	-25.000000	7.314437
5.000000	-20.000000	7.153925
5.000000	-15.000000	6.928390
5.000000	-10.000000	6.687373
5.000000	-5.000000	6.421547
10.000000	0.000000	7.053101
10.000000	5.000000	6.534698
10.000000	10.000000	6.028186
10.000000	15.000000	5.540805
10.000000	20.000000	5.089422
10.000000	25.000000	4.702004
10.000000	30.000000	4.373699
10.000000	35.000000	4.107873
10.000000	40.000000	3.881680
10.000000	45.000000	3.687896
10.000000	50.000000	3.523688
10.000000	55.000000	3.382554
10.000000	60.000000	3.259352
10.000000	65.000000	3.149127
10.000000	70.000000	3.062821
10.000000	75.000000	2.997830
10.000000	80.000000	2.956481
10.000000	85.000000	2.926645
10.000000	90.000000	2.901752
10.000000	95.000000	2.880211
10.000000	100.000000	2.861807
10.000000	105.000000	2.844079
10.000000	110.000000	2.828274
10.000000	115.000000	2.813247
10.000000	120.000000	2.799572
10.000000	125.000000	2.791967
10.000000	130.000000	2.783752
10.000000	135.000000	2.780953
10.000000	140.000000	2.785083
10.000000	145.000000	2.791251
10.000000	150.000000	2.799619
10.000000	155.000000	2.813120
10.000000	160.000000	2.827990
10.000000	165.000000	2.844657
10.000000	170.000000	2.861571
10.000000	175.000000	2.880182
10.000000	-180.000000	2.901502
10.000000	-175.000000	2.926620
10.000000	-170.000000	2.956547
10.000000	-165.000000	2.996310
10.000000	-160.000000	3.062399
10.000000	-155.000000	3.149763
10.000000	-150.000000	3.261326
10.000000	-145.000000	3.383390
10.000000	-140.000000	3.523800
10.000000	-135.000000	3.687951
10.000000	-130.000000	3.881607
10.000000	-125.000000	4.108520
10.000000	-120.000000	4.374539
10.000000	-115.000000	4.697737
10.000000	-110.000000	5.096154
10.000000	-105.000000	5.546799
10.000000	-100.000000	6.027913
10.000000	-95.000000	6.530514
10.000000	-90.000000	7.048651
10.000000	-85.000000	7.575549
10.000000	-80.000000	8.134692
10.000000	-75.000000	8.714229
10.000000	-70.000000	9.250846
10.000000	-65.000000	9.752778
10.000000	-60.000000	10.191788
10.000000	-55.000000	10.570176
10.000000	-50.000000	10.823141
10.000000	-45.000000	10.903596
10.000000	-40.000000	10.831197
10.000000	-35.000000	10.574117
10.000000	-30.000000	10.192002
10.000000	-25.000000	9.751506
10.000000	-20.000000	9.256604
10.000000	-15.000000	8.702589
10.000000	-10.000000	8.149153
10.000000	-5.000000	7.575800
15.000000	0.000000	6.749030
15.000000	5.000000	5.956245
15.000000	10.000000	5.283816
15.000000	15.000000	4.732240
15.000000	20.000000	4.293481
15.000000	25.000000	3.928048
15.000000	30.000000	3.634480
15.000000	35.000000	3.397752
15.000000	40.000000	3.219574
15.000000	45.000000	3.088280
15.000000	50.000000	2.989200
15.000000	55.000000	2.913130
15.000000	60.000000	2.852240
15.000000	65.000000	2.803999
15.000000	70.000000	2.770401
15.000000	75.000000	2.744825
15.000000	80.000000	2.727598
15.000000	85.000000	2.714123
15.000000	90.000000	2.701582
15.000000	95.000000	2.690496
15.000000	100.000000	2.685490
15.000000	105.000000	2.683182
15.000000	110.000000	2.681957
15.000000	115.000000	2.681186
15.000000	120.000000	2.680387
15.000000	125.000000	2.679659
15.000000	130.000000	2.679103
15.000000	135.000000	2.678922
15.000000	140.000000	2.679122
15.000000	145.000000	2.679689
15.000000	150.000000	2.680477
15.000000	155.000000	2.681175
15.000000	160.000000	2.681993
15.000000	165.000000	2.683215
15.000000	170.000000	2.685494
15.000000	175.000000	2.690506
15.000000	-180.000000	2.701949
15.000000	-175.000000	2.714141
15.000000	-170.000000	2.727449
15.000000	-165.000000	2.744916
15.000000	-160.000000	2.770670
15.000000	-155.000000	2.804181
15.000000	-150.000000	2.852323
15.000000	-145.000000	2.913497
15.000000	-140.000000	2.989902
15.000000	-135.000000	3.088328
15.000000	-130.000000	3.217193
15.000000	-125.000000	3.400893
15.000000	-120.000000	3.634454
15.000000	-115.000000	3.931465
15.000000	-110.000000	4.287367
15.000000	-105.000000	4.731859
15.000000	-100.000000	5.283372
15.000000	-95.000000	5.956594
15.000000	-90.000000	6.740906
15.000000	-85.000000	7.617497
15.000000	-80.000000	8.507788
15.000000	-75.000000	9.401394
15.000000	-70.000000	10.361522
15.000000	-65.000000	11.264794
15.000000	-60.000000	11.977161
15.000000	-55.000000	12.445498
15.000000	-50.000000	12.670532
15.000000	-45.000000	12.791339
15.000000	-40.000000	12.675585
15.000000	-35.000000	12.453332
15.000000	-30.000000	11.952727
15.000000	-25.000000	11.248225
15.000000	-20.000000	10.363757
15.000000	-15.000000	9.403648
15.000000	-10.000000	8.504378
15.000000	-5.000000	7.617530
20.000000	0.000000	5.445804
20.000000	5.000000	4.814788
20.000000	10.000000	4.296044
20.000000	15.000000	3.836224
20.000000	20.000000	3.478759
20.000000	25.000000	3.225630
20.000000	30.000000	3.054122
20.000000	35.000000	2.934010
20.000000	40.000000	2.847671
20.000000	45.000000	2.786613
20.000000	50.000000	2.746868
20.000000	55.000000	2.719485
20.000000	60.000000	2.700365
20.000000	65.000000	2.686373
20.000000	70.000000	2.677646
20.000000	75.000000	2.670961
20.000000	80.000000	2.665603
20.000000	85.000000	2.662295
20.000000	90.000000	2.660645
20.000000	95.000000	2.659572
20.000000	100.000000	2.658740
20.000000	105.000000	2.657937
20.000000	110.000000	2.657319
20.000000	115.000000	2.657740
20.000000	120.000000	2.658318
20.000000	125.000000	2.658645
20.000000	130.000000	2.658962
20.000000	135.000000	2.659205
20.000000	140.000000	2.658998
20.000000	145.000000	2.658660
20.000000	150.000000	2.658326
20.000000	155.000000	2.657748
20.000000	160.000000	2.657322
20.000000	165.000000	2.657940
20.000000	170.000000	2.658747
20.000000	175.000000	2.659580
20.000000	-180.000000	2.660703
20.000000	-175.000000	2.662306
20.000000	-170.000000	2.665610
20.000000	-165.000000	2.671001
20.000000	-160.000000	2.677337
20.000000	-155.000000	2.686421
20.000000	-150.000000	2.700310
20.000000	-145.000000	2.719441
20.000000	-140.000000	2.746439
20.000000	-135.000000	2.786638
20.000000	-130.000000	2.847511
20.000000	-125.000000	2.934657
20.000000	-120.000000	3.053908
20.000000	-115.000000	3.225441
20.000000	-110.000000	3.479409
20.000000	-105.000000	3.832887
20.000000	-100.000000	4.296259
20.000000	-95.000000	4.814959
20.000000	-90.000000	5.455527
20.000000	-85.000000	6.252042
20.000000	-80.000000	7.074169
20.000000	-75.000000	7.904882
20.000000	-70.000000	8.814973
20.000000	-65.000000	9.829183
20.000000	-60.000000	10.710416
20.000000	-55.000000	11.432049
20.000000	-50.000000	11.805054
20.000000	-45.000000	11.903297
20.000000	-40.000000	11.835940
20.000000	-35.000000	11.439526
20.000000	-30.000000	10.705428
20.000000	-25.000000	9.826682
20.000000	-20.000000	8.789437
20.000000	-15.000000	7.905239
20.000000	-10.000000	7.078764
