0	0
5	0
5	5
5	10
5	15
5	20
5	25
5	30
5	35
5	40
5	45
5	50
5	55
5	60
5	65
5	70
5	75
5	80
5	85
5	90
5	95
5	100
5	105
5	110
5	115
5	120
5	125
5	130
5	135
5	140
5	145
5	150
5	155
5	160
5	165
5	170
5	175
5	180
5	185
5	190
5	195
5	200
5	205
5	210
5	215
5	220
5	225
5	230
5	235
5	240
5	245
5	250
5	255
5	260
5	265
5	270
5	275
5	280
5	285
5	290
5	295
5	300
5	305
5	310
5	315
5	320
5	325
5	330
5	335
5	340
5	345
5	350
5	355
10	0
10	5
10	10
10	15
10	20
10	25
10	30
10	35
10	40
10	45
10	50
10	55
10	60
10	65
10	70
10	75
10	80
10	85
10	90
10	95
10	100
10	105
10	110
10	115
10	120
10	125
10	130
10	135
10	140
10	145
10	150
10	155
10	160
10	165
10	170
10	175
10	180
10	185
10	190
10	195
10	200
10	205
10	210
10	215
10	220
10	225
10	230
10	235
10	240
10	245
10	250
10	255
10	260
10	265
10	270
10	275
10	280
10	285
10	290
10	295
10	300
10	305
10	310
10	315
10	320
10	325
10	330
10	335
10	340
10	345
10	350
10	355
15	0
15	5
15	10
15	15
15	20
15	25
15	30
15	35
15	40
15	45
15	50
15	55
15	60
15	65
15	70
15	75
15	80
15	85
15	90
15	95
15	100
15	105
15	110
15	115
15	120
15	125
15	130
15	135
15	140
15	145
15	150
15	155
15	160
15	165
15	170
15	175
15	180
15	185
15	190
15	195
15	200
15	205
15	210
15	215
15	220
15	225
15	230
15	235
15	240
15	245
15	250
15	255
15	260
15	265
15	270
15	275
15	280
15	285
15	290
15	295
15	300
15	305
15	310
15	315
15	320
15	325
15	330
15	335
15	340
15	345
15	350
15	355
20	0
20	5
20	10
20	15
20	20
20	25
20	30
20	35
20	40
20	45
20	50
20	55
20	60
20	65
20	70
20	75
20	80
20	85
20	90
20	95
20	100
20	105
20	110
20	115
20	120
20	125
20	130
20	135
20	140
20	145
20	150
20	155
20	160
20	165
20	170
20	175
20	180
20	185
20	190
20	195
20	200
20	205
20	210
20	215
20	220
20	225
20	230
20	235
20	240
20	245
20	250
20	255
20	260
20	265
20	270
20	275
20	280
20	285
20	290
20	295
20	300
20	305
20	310
20	315
20	320
20	325
20	330
20	335
20	340
20	345
20	350
20	355
25	0
25	5
25	10
25	15
25	20
25	25
25	30
25	35
25	40
25	45
25	50
25	55
25	60
25	65
25	70
25	75
25	80
25	85
25	90
25	95
25	100
25	105
25	110
25	115
25	120
25	125
25	130
25	135
25	140
25	145
25	150
25	155
25	160
25	165
25	170
25	175
25	180
25	185
25	190
25	195
25	200
25	205
25	210
25	215
25	220
25	225
25	230
25	235
25	240
25	245
25	250
25	255
25	260
25	265
25	270
25	275
25	280
25	285
25	290
25	295
25	300
25	305
25	310
25	315
25	320
25	325
25	330
25	335
25	340
25	345
25	350
25	355
30	0
30	5
30	10
30	15
30	20
30	25
30	30
30	35
30	40
30	45
30	50
30	55
30	60
30	65
30	70
30	75
