243.351,277.3378,243.3783,300.989
296.6444,354.3419,362.5729,300.989
303.5958,332.3407,267.2172,272.8458
315.7606,323.5402,386.4118,329.1322
268.8392,290.5385,370.5192,357.2754
300.6994,266.3372,219.5394,413.5617
279.2662,327.9405,322.8414,385.4185
271.7356,272.9375,338.734,385.4185
268.8392,270.7374,322.8414,357.2754
248.5645,283.9381,267.2172,357.2754
253.778,244.336,394.3581,385.4185
238.7168,259.7368,275.1635,385.4185
234.6619,275.1376,306.9487,441.7049
229.4484,272.9375,306.9487,357.2754
230.607,231.1353,314.895,300.989
214.9665,246.5361,299.0024,385.4185
209.1737,215.7345,227.4857,300.989
186.0027,215.7345,267.2172,244.7027
190.6369,220.1347,259.2709,385.4185
195.2711,239.9358,291.0561,357.2754
202.2224,211.3342,259.2709,357.2754
196.4297,226.735,179.8078,300.989
179.0514,171.7321,235.432,272.8458
179.0514,195.9334,275.1635,497.9912
183.1063,211.3342,235.432,188.4163
190.0576,211.3342,203.6468,132.13
203.9602,198.1335,283.1098,272.8458
187.7405,158.5314,243.3783,300.989
196.4297,182.7327,235.432,300.989
174.4172,242.1359,259.2709,272.8458
195.8504,220.1347,203.6468,300.989
189.4783,204.7339,235.432,132.13
172.1001,209.1341,219.5394,329.1322
198.1675,193.7333,235.432,244.7027
184.8441,211.3342,203.6468,216.5595
188.8991,217.9346,195.7005,160.2732
194.6918,189.3331,235.432,244.7027
209.753,202.5338,227.4857,272.8458
203.381,222.3348,219.5394,357.2754
212.6494,215.7345,243.3783,300.989
214.3872,237.7356,267.2172,272.8458
225.9727,242.1359,235.432,357.2754
200.4846,228.9352,259.2709,272.8458
210.9116,250.9363,203.6468,441.7049
227.7106,226.735,275.1635,300.989
235.2412,198.1335,259.2709,300.989
247.406,248.7362,291.0561,244.7027
250.8816,272.9375,203.6468,300.989
230.607,268.5373,275.1635,497.9912
280.4247,268.5373,314.895,385.4185
269.9977,294.9387,259.2709,188.4163
268.2599,301.539,322.8414,385.4185
292.5895,321.3401,306.9487,300.989
283.3211,343.3413,346.6803,497.9912
326.1875,292.7386,362.5729,357.2754
334.8767,409.3448,505.6064,357.2754
342.9865,275.1376,338.734,329.1322
344.7244,354.3419,394.3581,441.7049
363.8405,334.5408,378.4655,329.1322
349.3586,402.7444,322.8414,300.989
354.5721,367.5426,306.9487,413.5617
385.853,402.7444,402.3044,385.4185
393.9628,385.1435,410.2507,666.8502
373.6882,424.7456,465.8749,469.848
418.8717,402.7444,402.3044,329.1322
399.7556,382.9434,442.036,497.9912
372.5296,404.9446,386.4118,441.7049
377.1638,451.147,473.8212,469.848
384.1151,369.7427,402.3044,413.5617
360.3648,422.5455,386.4118,497.9912
358.627,338.941,346.6803,441.7049
331.401,371.9428,473.8212,385.4185
338.3523,363.1423,362.5729,385.4185
349.3586,374.1429,378.4655,413.5617
323.8704,347.7415,362.5729,441.7049
298.9615,338.941,410.2507,188.4163
282.7418,323.5402,306.9487,244.7027
274.0527,283.9381,362.5729,244.7027
269.4185,250.9363,267.2172,160.2732
242.1925,270.7374,330.7877,272.8458
223.6556,220.1347,283.1098,244.7027
218.4422,222.3348,259.2709,329.1322
219.0214,220.1347,235.432,244.7027
195.2711,206.934,243.3783,300.989
202.8017,213.5343,227.4857,357.2754
179.6306,217.9346,243.3783,272.8458
170.9415,187.1329,227.4857,188.4163
167.4658,198.1335,227.4857,188.4163
168.0451,200.3336,219.5394,329.1322
163.9902,189.3331,187.7541,300.989
174.9964,200.3336,235.432,216.5595
174.4172,189.3331,219.5394,188.4163
141.3984,184.9328,211.5931,300.989
162.8316,173.9322,211.5931,160.2732
168.6244,202.5338,187.7541,216.5595
165.1487,206.934,179.8078,244.7027
167.4658,189.3331,171.8615,244.7027
151.2461,187.1329,219.5394,300.989
163.4109,178.3325,187.7541,272.8458
164.5695,176.1323,203.6468,357.2754
164.5695,215.7345,187.7541,244.7027
180.2099,187.1329,195.7005,272.8458
167.4658,147.5308,235.432,216.5595
160.5145,165.1318,187.7541,329.1322
171.5208,171.7321,203.6468,216.5595
177.8928,220.1347,211.5931,300.989
165.728,169.532,299.0024,188.4163
158.1974,180.5326,243.3783,272.8458
176.7343,160.7315,291.0561,300.989
173.2586,160.7315,267.2172,216.5595
159.356,171.7321,227.4857,272.8458
168.0451,180.5326,243.3783,413.5617
175.5757,182.7327,330.7877,272.8458
168.0451,233.3354,243.3783,357.2754
175.5757,173.9322,211.5931,244.7027
188.8991,195.9334,235.432,441.7049
192.3747,224.5349,314.895,272.8458
196.4297,206.934,275.1635,244.7027
203.9602,222.3348,203.6468,300.989
236.979,246.5361,259.2709,329.1322
227.7106,283.9381,291.0561,300.989
236.3997,220.1347,291.0561,357.2754
246.8267,279.5379,275.1635,441.7049
282.1625,299.3389,370.5192,329.1322
284.4796,261.9369,362.5729,385.4185
320.3948,294.9387,386.4118,272.8458
337.7731,380.7433,322.8414,497.9912
367.3161,363.1423,330.7877,469.848
389.9079,429.1459,378.4655,554.2775
399.1763,407.1447,378.4655,638.707
415.3961,433.5461,418.197,357.2754
487.2263,429.1459,545.3379,582.4207
505.1839,503.9498,529.4453,610.5639
497.6533,510.5502,465.8749,385.4185
523.7207,514.9504,616.8547,694.9934
549.2089,534.7515,410.2507,385.4185
543.9954,591.9545,553.2842,582.4207
525.4585,530.3513,600.9621,385.4185
536.4648,536.9516,545.3379,497.9912
530.672,547.9522,529.4453,582.4207
476.2201,459.9475,418.197,413.5617
463.476,446.7468,600.9621,413.5617
429.878,457.7474,537.3916,497.9912
394.5421,484.1488,410.2507,413.5617
377.1638,389.5437,513.5527,638.707
353.4135,369.7427,370.5192,188.4163
292.0102,360.9422,362.5729,272.8458
272.3148,257.5367,219.5394,329.1322
242.7718,253.1365,338.734,385.4185
235.8204,248.7362,354.6266,272.8458
220.7593,244.336,211.5931,188.4163
202.8017,231.1353,283.1098,413.5617
188.8991,200.3336,259.2709,441.7049
181.9478,222.3348,195.7005,188.4163
169.2037,206.934,219.5394,272.8458
176.155,211.3342,235.432,272.8458
181.9478,165.1318,235.432,244.7027
158.7767,171.7321,243.3783,300.989
173.8379,180.5326,203.6468,385.4185
161.6731,167.3319,203.6468,216.5595
154.1425,173.9322,235.432,300.989
157.0389,191.5332,187.7541,244.7027
168.0451,171.7321,211.5931,300.989
152.9839,189.3331,267.2172,300.989
154.1425,211.3342,235.432,216.5595
177.8928,160.7315,195.7005,244.7027
161.6731,182.7327,243.3783,272.8458
141.9777,184.9328,235.432,300.989
143.7155,176.1323,243.3783,216.5595
153.5632,213.5343,219.5394,188.4163
146.0326,165.1318,227.4857,216.5595
161.6731,171.7321,179.8078,300.989
162.8316,226.735,227.4857,272.8458
151.2461,191.5332,211.5931,244.7027
150.6668,191.5332,243.3783,272.8458
153.5632,209.1341,219.5394,357.2754
161.6731,171.7321,227.4857,160.2732
163.9902,182.7327,148.0226,216.5595
153.5632,169.532,243.3783,300.989
168.6244,182.7327,203.6468,160.2732
144.8741,160.7315,227.4857,244.7027
183.1063,184.9328,179.8078,160.2732
165.728,184.9328,219.5394,272.8458
182.527,193.7333,187.7541,244.7027
157.6182,173.9322,235.432,188.4163
163.9902,184.9328,243.3783,244.7027
152.9839,195.9334,259.2709,300.989
164.5695,165.1318,211.5931,300.989
176.155,180.5326,322.8414,357.2754
186.582,200.3336,283.1098,329.1322
173.8379,167.3319,299.0024,244.7027
182.527,195.9334,219.5394,216.5595
206.2774,255.3366,211.5931,300.989
191.2162,228.9352,251.3246,244.7027
214.9665,195.9334,267.2172,216.5595
250.3023,213.5343,283.1098,329.1322
247.9852,253.1365,338.734,441.7049
265.9428,292.7386,330.7877,497.9912
301.2787,305.9393,354.6266,329.1322
344.7244,391.7439,354.6266,469.848
396.8592,387.3436,426.1433,413.5617
436.8293,411.5449,370.5192,582.4207
455.9454,499.5496,473.8212,469.848
491.8605,536.9516,545.3379,582.4207
548.0503,574.3536,513.5527,357.2754
582.8069,543.552,720.1567,497.9912
613.5085,618.356,664.5325,610.5639
653.4786,576.5537,680.4251,554.2775
625.094,624.9563,664.5325,694.9934
645.948,613.9557,600.9621,666.8502
